763680,546531,956457,443431,334946,823248,238689,578598,332360,490097,32551,842477,692291,634796,558101,25543,648644,364085,809126,632882,360323,662880,278688,297674,810882,203364,270474,825838,103967,492075,228526,489051,492920,642259,689111,843808,340371,729096,672035,992782,375276,704303,307180,750411,260078,255745,859551,245488,138702,98211,385739,830720,767736,774705,822165,679175,875406,643986,606715,283992,730455,913676,187698,420534,441175,245250,612061,391440,142418,55736,25449,127620,672059,662437,306294,31190,687280,433893,64178,300112,199645,29139,820915,704024,837238,782885,766590,548814,203938,240419,373620,439564,385529,110853,437250,963650,79316,204933,693441,225958,608247,446074,480515,339701,68694,437757,691194,694085,317478,686933,197508,262298,407159,92033,151811,830444,606131,940037,815130,733662,553338,937262,199230,844034,707671,803938,753937,765624,373375,433755,671939,149990,766322,225861,234914,497945,628396,836781,231255,416297,706791,436701,609592,927384,96921,830424,964931,606758,107164,298714,641286,721398,498267,661644,841613,608099,420315,723782,703132,864008,451794,596459,644859,666628,400610,527714,816624,330043,340037,733260,317528,692323,32288,207133,570785,377474,205783,210451,313081,305714
480579,415679,157679,712112,914654,383436,348868,605598,737407,139415,822574,716632,740511,276233,477637,184359,681366,8608,70870,705805,683609,64383,218470,697506,463150,78269,473124,601743,166293,124576,521312,514173,255303,128042,384520,681011,186575,246001,53780,89198,893366,975144,224895,765122,597449,671838,661741,120583,366880,570480,666546,580070,407311,240211,680105,710060,840360,626822,96466,184935,232354,618659,406812,522741,590526,949155,227006,906264,579646,916883,190646,483579,991238,536426,355968,99352,29409,531816,875949,166440,645727,110410,978104,928215,604845,242444,345176,944975,49886,706537,193630,999161,484866,138638,211331,953753,741925,93302,12135,716734,593495,758713,214406,809935,462073,180896,203679,240417,303577,75033,699715,740457,768334,109272,603952,244914,404439,818949,399927,908286,74134,872975,635543,484948,839922,691061,74006,836714,555031,145271,613871,405192,388445,168429,976964,469998,426587,133399,600397,24734,641045,814297,163560,535424,889033,296222,902413,705274,861842,36479,964456,262828,385580,408434,758523,645262,152409,273857,82401,309171,741653,575835,768941,492126,337790,113724,656393,505302,54422,231573,891422,903621,784207,119061,255788,940532,145842,612000,265326,259097
77584,355734,489679,729337,59963,86228,252769,181390,340055,150481,106543,983782,501270,908284,942392,31907,244503,506450,311337,298276,841015,908805,548412,590608,823046,907018,526556,617589,824121,670389,576205,993883,831554,532982,761549,676967,115584,491203,817609,169421,719442,734336,705441,341280,517928,852253,121669,322060,955301,178177,625517,77746,123956,48740,447712,447212,920681,539321,700514,243410,360472,239719,256679,42360,703614,720869,294247,386197,138355,131413,962932,838578,627612,834073,284790,837097,917919,667227,467440,46437,480811,324064,114422,821103,457151,133679,984600,942818,237754,154814,573407,693304,489870,101896,928478,817668,944344,637876,843075,471838,830712,590647,241932,734156,40639,306173,480197,987612,394296,304172,933588,703319,418671,378856,439228,207329,588368,838374,643371,739628,940965,287051,870197,502412,694862,346564,14223,76387,634193,277778,718641,193752,912530,425474,135443,724621,159712,60218,563144,405916,481136,72611,539236,270844,439867,570911,921446,898068,668036,840821,517291,426211,908754,672468,753012,70825,404354,394033,732408,103616,800082,340494,362021,157595,314976,984832,31202,398236,274083,608903,284236,299979,883,186244,130457,720747,974713,376290,868890,61031
370426,500746,846373,454853,707541,535242,941955,122268,434004,398547,671712,423230,869022,960351,88776,353793,238348,246418,151604,470344,263163,198686,196417,213711,801040,783659,289934,122000,87166,905278,180400,473105,862091,774935,233970,553306,676664,334144,510399,605841,437984,6977,530062,735304,876341,252065,87886,750925,285943,353183,657425,917679,157102,996206,826666,624399,135023,897069,233612,64000,802545,697508,516822,284775,28775,755991,20077,174166,403774,495718,260904,887116,799586,107718,862029,924574,832148,888956,870015,327657,49432,490758,978822,445215,789033,161012,876540,196061,441668,53251,924010,380283,27668,760931,61222,956716,398136,73488,232503,500323,537995,629312,722100,410057,560901,119273,781557,252842,356921,718656,612716,498760,590180,383670,461695,148790,613420,691363,673157,408625,158083,639891,126099,684288,766235,613778,738297,655160,70183,3752,273865,151557,919991,685728,929930,583957,970102,471430,216579,445252,500346,746325,73844,441547,30280,535795,203389,810785,291880,345866,600529,405752,508383,571228,775196,146529,732178,934338,267578,892861,31117,248060,50520,669957,741331,28078,864516,424301,46315,786353,892944,692933,693244,500682,894129,103393,591464,782065,953432,151981
203047,157999,888245,804937,254416,639013,679993,662046,436902,453292,918102,543195,225292,758463,82764,869804,636734,660901,106845,295807,208706,965690,176379,146327,769591,492286,356683,813979,332705,491197,787805,771019,891432,884920,599821,265924,251276,49691,581295,154798,270888,660673,39627,46067,4506,649526,854508,953331,743530,144490,649350,298311,534244,700452,998596,122268,209955,328358,859069,108897,498145,350736,632399,608928,965253,486401,509565,705853,121187,270292,395880,536752,762837,20387,629797,787229,492694,257631,526542,46506,566859,821808,814199,481124,636900,764470,690424,784806,439692,932277,557192,982586,887926,813028,831850,314067,189168,497174,236621,263619,608970,132592,396616,741397,896771,818355,58439,130354,377072,426943,57958,821938,366243,647954,368798,666368,690568,319131,398557,998622,146157,629204,524437,940975,29551,765539,92990,741231,696426,690361,147545,183763,414602,158449,51335,565108,689659,73295,602236,782782,372173,540120,866558,809053,127032,974696,840771,980585,74402,438228,946055,92722,144344,907093,788534,452022,992357,87111,509766,708885,319734,912477,627009,349861,228749,540776,734376,34103,874573,96498,91662,515880,657298,845466,291967,229867,648930,386881,35641,163444
487622,237396,419068,277781,490435,717223,207007,418408,910314,203287,631403,838659,457850,263427,924738,858949,783969,884228,641479,387952,924244,553150,985644,776717,871409,570025,960053,674802,160798,828543,676040,283121,413118,144080,447452,796346,774938,659468,13920,214644,589103,830583,611552,642447,797592,523831,63839,862450,160517,726869,600144,263960,85085,744442,893951,520250,876462,473008,911086,949845,911918,674613,627814,130245,100423,720381,50042,416408,517744,825192,730480,675991,406467,934900,196509,823023,311807,55563,908781,326646,239101,849065,941103,108682,544134,848279,695093,744137,598988,529796,382036,19191,828675,939655,731732,179130,118371,941064,208892,464770,16635,132058,659421,776707,854898,187145,386050,135844,947044,270084,293077,506066,945170,57499,12688,89372,274159,771672,854669,719474,902727,168545,808081,913724,18700,19589,248401,8473,919218,984446,439696,503969,886318,924068,204030,821043,585526,408632,751268,24433,164963,474494,940325,996552,322767,450091,363854,24865,237852,901465,88414,282098,575543,203651,68633,574083,505434,982902,7087,2786,23887,368154,959302,945251,65292,929848,420602,847635,360933,813268,236629,586626,155942,697082,888218,665750,335420,707414,796738,367798
323386,781968,452773,273076,642965,691635,958233,451231,123847,668718,547269,678841,160726,145960,362239,907536,934821,642866,525419,136062,126907,904565,109137,755426,358100,487437,603576,802741,92183,870796,290777,711738,90736,621190,544917,292889,526959,58499,873467,342108,498412,482605,252480,924462,685662,720387,594921,150160,968337,206779,438126,178319,586066,706246,899096,318333,205607,876140,444604,332182,34272,309578,483154,540493,82699,117230,309874,973554,976871,269018,628962,993026,97617,38720,953384,737103,651504,504441,82116,555097,544550,659288,86168,662932,394705,603101,772138,98621,938911,734433,575136,125734,900862,421054,227433,98766,328398,196152,887424,165915,779705,756526,111674,2694,40378,642911,500678,92388,653047,239347,826234,423947,825492,642710,594097,683299,693400,509245,850910,217462,552544,591169,812595,664682,64257,920460,408972,16556,602964,158127,329242,383344,25823,774610,834656,798958,996918,563621,588568,439568,310609,37641,478200,754216,874084,258259,112200,390562,521423,492266,12750,757730,339205,454711,262143,570476,609190,449667,737490,320526,959641,521765,92029,29288,161770,262359,750250,398782,630931,232877,491061,535700,800162,321164,84811,92932,245243,609104,303648,829360
832519,667646,715762,495227,44308,894839,413599,520484,598329,794038,692272,917420,550916,602089,467812,95460,696706,544096,473706,57497,71410,404148,171897,664126,241836,951120,471249,303252,170367,985291,459501,235159,579954,987977,352928,448858,387758,33480,939097,168092,7399,427214,498157,918930,314020,384688,494149,969458,399249,445653,541204,346942,346007,17186,581364,460726,941885,10912,646420,559109,350129,841015,191194,789008,146972,390437,228572,668774,665596,609828,451150,540250,704957,361443,463189,812696,502204,362429,174361,907598,648541,424005,119851,960876,16627,941880,888103,243713,380932,540817,15809,318497,858968,164387,226376,214655,982780,490922,42478,869487,964016,776402,996762,205169,936810,149049,894970,167671,495192,171287,801427,336569,846206,232472,18879,210326,85037,559251,360259,619250,701335,866031,525692,376743,390924,803285,303607,704164,541393,944282,742538,976565,395902,402636,514648,886253,906219,456048,126698,528218,725266,39373,46149,829839,662831,95104,507657,572065,562647,939517,348663,530074,837808,386211,363623,721073,840216,128150,921967,190453,309310,758612,232033,477416,896722,450274,382520,114161,575711,757809,192093,391983,990911,276402,755273,361916,176803,410004,979655,670648
471963,676196,869804,809718,966329,869494,750513,796605,875726,202323,142598,158300,263915,717958,882414,592538,550534,880421,953432,290673,588035,815778,137951,452834,910335,890716,597121,596275,395727,738707,367674,685416,63506,366741,59528,221021,445656,493851,502619,905538,815825,690709,681451,3652,779439,568044,5695,787137,951998,340028,274065,804279,343058,190586,177330,822083,700332,765361,609075,428697,95867,149646,356246,214800,696373,797382,605118,163972,719078,277143,534085,208898,526141,959791,692551,930074,833439,517941,169803,604407,908615,556137,126357,415234,144524,300958,344926,731806,150216,228875,71172,956323,303113,372972,95489,624626,495077,786941,507118,656567,464164,601850,205022,409356,64571,281803,400746,9623,838298,106207,741119,93436,970419,534633,183528,735533,16288,979545,792634,215030,958025,780920,608640,211498,233297,501898,731374,566063,980690,226867,207192,713721,451106,76168,804460,914225,375969,4534,742227,884910,251980,26448,915446,210275,791779,955142,778448,284995,102383,208659,373060,60546,970773,94166,10199,367218,465430,533602,130428,891111,155201,116155,551598,593164,929217,516296,137892,649609,881019,101460,411410,999831,422573,932994,929814,312797,488244,202554,870055,468834
879856,890617,311236,411642,823290,82942,717728,874707,119596,816924,994659,128770,170981,963000,361429,755088,912474,832384,502588,709990,781723,501320,516560,656547,425989,969043,556488,546650,947729,35424,516684,463490,162237,768226,367200,342960,353629,289936,832030,878680,988847,650824,298202,291473,60186,177239,559411,134257,343982,954001,99430,183974,751579,615005,628415,316471,588305,377346,915278,432764,247987,898331,270828,182604,197426,936240,416116,37105,353595,584438,919752,18562,477796,45833,480975,381277,285619,89999,687509,4052,499722,361309,560491,906478,484295,232934,670389,867344,785106,562914,211754,663338,382195,766089,952087,804961,589336,539935,763771,767453,806033,165550,231930,601552,708224,826693,688690,318806,514480,204645,45014,925980,775377,635868,827887,58875,773672,59537,156238,812824,604022,723864,529530,152745,211373,121459,908362,220490,593253,803193,322762,126214,170333,998312,266851,692549,306208,141408,739034,517667,75120,24485,206044,202053,728485,842462,292297,717175,420658,743309,126196,480967,56646,97292,514282,123673,810863,634100,426214,336422,211056,987504,821124,128490,38581,899537,453845,889766,744850,933423,557581,9083,976577,255431,341951,778902,817463,553502,117171,385558
292385,256586,173301,134406,748788,524588,723598,425948,591159,860628,356019,788251,18569,809094,747944,303582,872220,615860,880568,564406,487881,855557,193399,213566,719367,551070,761545,937132,163386,602382,37949,347650,899676,788723,925564,282165,247923,27998,533920,699992,592920,233892,630986,512270,815695,791019,223575,889661,885527,176892,569260,886647,822755,71685,148654,634692,362567,855036,733843,164792,271249,210058,28219,396794,93318,360338,578619,560941,427452,538967,953640,853617,661424,933160,235117,129005,468585,724183,65682,579197,45651,999080,577180,346754,961637,195038,796252,879641,82085,605775,150930,685890,160579,233352,627548,555949,963891,826753,98669,828840,9421,236203,592792,257766,950174,670991,158022,81779,802682,313815,344809,345613,170423,720167,714634,709576,824524,624839,549860,105517,971043,909153,681464,380699,262681,390463,277361,994376,913403,242815,232332,91986,556409,62888,502527,404119,457778,722511,888992,81791,465617,695497,761224,799921,609268,837646,502051,540627,203144,656086,570617,840991,246618,560633,885861,632099,974668,366240,757125,663882,639557,108509,298012,865372,868472,204630,550859,60444,228878,398741,93480,304109,927544,739683,774205,638653,295426,660342,382664,680014
900401,811082,73321,474388,132919,726442,128702,136500,863263,262155,947341,64457,62715,329480,746489,391058,237778,13913,609777,960129,707514,36315,684373,637590,347310,576671,968958,789349,396243,68353,170423,173091,420773,396691,329532,506446,619441,553496,537514,180476,38197,386677,116512,232283,773377,794786,280395,481372,697720,692816,954929,456303,462109,834413,456946,216250,813956,517395,846313,517983,33437,771469,803995,405540,163838,15633,637176,462506,108357,281542,431103,972006,517864,888332,876014,168030,410078,219983,403304,586809,84990,993639,323026,31768,718678,575313,769247,982630,10170,769780,515128,388599,186083,103359,817609,34312,329579,977495,80820,611562,884878,628012,128381,306908,561960,590286,856277,423124,630934,695361,868244,887411,976779,892018,23445,305254,8372,487516,609669,617584,89413,899250,566090,52352,142827,495413,777446,129596,447775,195393,75301,569186,512453,11877,725853,702555,955170,440470,786905,286809,883113,716830,75033,618438,894071,900951,710857,261633,107843,79303,693731,2694,108375,253706,254935,409449,998232,357845,201975,209136,313271,981870,578370,926733,838926,100131,859691,828770,567725,540549,239695,38906,481396,88813,41912,417239,270331,384328,642586,619262
101914,910225,494307,59144,744256,720855,913722,491608,497391,916911,927270,105337,650330,838514,185296,688273,627586,206870,824044,884368,974550,699540,462839,529201,549994,468014,330084,596010,11941,276596,661977,229619,30694,881443,612355,675863,920856,410412,777223,275451,82707,945686,605874,714994,395652,637138,23879,237334,237151,702439,668592,637846,902114,893569,569858,239954,708082,98926,535,642764,519800,225943,678865,917522,771652,343222,342149,278470,812843,183689,173544,290748,507841,529392,32462,134121,878812,314563,705702,225490,955413,869785,244566,11616,570847,47765,471257,122153,845157,326406,320371,693044,468501,565239,781832,695438,871144,129048,395647,739146,700846,509297,935319,947592,70074,59547,367839,562300,996321,725796,914784,349449,603777,150039,52795,190981,621692,196612,54803,55818,697167,58878,588210,519202,772546,815619,41267,216431,876954,662138,234423,738565,578012,244872,307442,68522,4564,372867,764581,530569,847397,274999,599205,925567,240230,2272,371157,639832,307944,690603,808030,131381,118493,596521,550722,48200,236213,703517,823104,306385,674796,882763,789336,526394,169184,95499,549017,497816,820103,85180,747633,239184,718045,513277,330386,939495,855846,779023,211600,316445
217867,80306,718775,590973,670702,822702,841797,413035,911843,398255,385757,488065,398997,259509,881747,432996,338512,730819,184773,474163,941801,683083,896556,614083,276662,537650,624039,218774,101105,756159,355769,444195,695719,699563,744087,261653,664734,422484,708935,957372,532614,788057,260373,852221,985494,547669,727332,999862,800897,769972,124854,236296,625624,652480,210388,537190,127395,668903,64494,799315,797831,809598,677870,854725,890524,814313,741364,612070,548435,717441,652074,652822,539463,306499,733866,816753,10349,588226,611355,288669,871414,269319,130105,928397,300427,620447,71685,322632,261692,954124,186790,797044,652369,346920,598487,268307,338004,967859,74377,242556,686706,59710,99371,345450,628242,636671,577929,120681,770020,58956,498623,444316,708467,266270,298567,921477,225587,750445,154997,573918,704393,66773,983412,310269,487620,591394,595531,48298,31072,606647,901603,940800,630068,512850,649016,856724,997033,451420,244925,287985,278837,352189,510087,353347,845377,501455,665436,574581,339322,537247,37366,768928,720294,185306,397141,308600,492776,229776,505805,153369,983952,228623,581990,485710,445385,168957,942438,586097,301234,186871,640167,361350,738687,989514,448306,309809,727591,881805,922369,436376
857715,881349,287848,640470,715771,504372,903032,517378,433509,211562,906110,974844,216781,706721,601675,48334,22834,514771,835111,895253,747567,394199,699183,230983,994900,462517,102865,964096,227192,651267,71694,690854,216642,550496,315258,469312,889780,472456,240151,920530,29315,100916,853191,449868,33862,325379,727424,683601,78414,585691,695242,404562,540756,695281,893925,819243,954376,657073,299396,215664,121378,514486,531631,547869,160187,445852,556668,531609,492665,631663,982997,236233,51512,463881,410311,505710,752002,806606,401035,503960,269305,374090,911150,441085,123701,229475,97455,373594,677126,752714,706566,803279,76563,989753,17192,463203,777636,529062,306618,938171,28469,90073,60075,881678,34612,126700,502760,146768,947750,572047,579614,110567,96440,437653,754139,335257,69189,631919,54245,376943,232532,106464,452479,520121,554921,549826,654077,442245,791539,675076,167220,583040,778105,617579,459155,281784,452052,242267,128313,389572,933500,394067,210157,610647,518091,471550,23394,82581,144778,821315,613761,251192,259895,420548,15845,525425,356008,408820,334671,831580,691646,372159,816354,790578,780331,679792,629297,279619,736965,218007,678452,741752,621423,320571,670634,852351,813596,771391,661370,734222
